annual_usage,bend_radius,bracket_pricing,comp_sum_weight,diameter,end_a_1x,end_a_2x,end_x_1x,end_x_2x,forming_x,forming_y,freq_supp,length,material_id_SP-0008,material_id_SP-0019,material_id_SP-0028,material_id_SP-0029,material_id_SP-0030,material_id_SP-0031,material_id_SP-0032,material_id_SP-0033,material_id_SP-0034,material_id_SP-0035,material_id_SP-0036,material_id_SP-0037,material_id_SP-0038,material_id_SP-0039,material_id_SP-0041,material_id_SP-0046,material_id_SP-0048,material_id_SP-9999,month,num_bends,num_boss,num_bracket,other,rev_qty,wall,year
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,5,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,10,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,25,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,50,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,100,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,250,0.71,2013
50,40.67483344972685,0,0.215,16.379868365922515,0,0,0,0,0,0,340,97.65007262569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3.8571578212290505,0.022905027932960894,0.0021997206703910613,0.010300279329608938,1,1.3711405377095678,1992
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,1,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,2,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,5,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,10,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,25,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,50,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,100,0.89,2013
0,38.1,1,0.096,12.7,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.0,250,0.89,2013
1,40.67483344972685,0,0.052,16.379868365922515,0,0,0,0,1,1,21,97.65007262569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3.8571578212290505,0.022905027932960894,0.0021997206703910613,0.010300279329608938,1,1.3711405377095678,2014
1,25.4,0,0.018000000000000002,12.7,0,0,0,0,1,1,159,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6.0,0.0,0.0,0.0,1,0.89,2011
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,1,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,2,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,5,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,10,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,25,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,50,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,100,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2.0,0.0,0.0,0.0,250,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,1,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,2,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,5,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,10,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,25,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,50,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,100,0.71,2013
0,31.75,1,0.027999999999999997,9.52,0,0,0,0,1,1,475,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3.0,0.0,0.0,0.0,250,0.71,2013
30,19.05,0,0.028,6.35,0,0,0,0,1,1,129,105.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,1,0.89,1993
3,40.67483344972685,1,0.032,16.379868365922515,0,0,0,0,0,0,129,97.65007262569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3.8571578212290505,0.022905027932960894,0.0021997206703910613,0.010300279329608938,5,1.3711405377095678,2011
3,40.67483344972685,1,0.032,16.379868365922515,0,0,0,0,0,0,129,97.65007262569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3.8571578212290505,0.022905027932960894,0.0021997206703910613,0.010300279329608938,10,1.3711405377095678,2011
2,19.05,1,0.041999999999999996,9.52,0,0,0,0,0,0,47,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.0,0.0,0.0,2,0.89,2002
2,19.05,1,0.041999999999999996,9.52,0,0,0,0,0,0,47,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.0,0.0,0.0,4,0.89,2002
2,19.05,1,0.041999999999999996,9.52,0,0,0,0,0,0,47,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.0,0.0,0.0,6,0.89,2002
2,19.05,1,0.041999999999999996,9.52,0,0,0,0,0,0,47,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.0,0.0,0.0,8,0.89,2002
2,19.05,1,0.041999999999999996,9.52,0,0,0,0,0,0,47,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.0,0.0,0.0,10,0.89,2002
2,19.05,1,0.041999999999999996,9.52,0,0,0,0,0,0,47,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.0,0.0,0.0,12,0.89,2002
50,50.8,1,0.0,25.4,0,0,0,0,0,1,129,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,0.0,0.0,0.0,1,1.65,2014
280,50.8,1,0.0,25.4,0,0,0,0,0,1,129,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,0.0,0.0,1,1.65,1993
50,50.8,1,0.0,25.4,0,0,0,0,0,1,129,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,0.0,0.0,0.0,6,1.65,2014
50,50.8,1,0.0,25.4,0,0,0,0,0,1,129,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,0.0,0.0,0.0,10,1.65,2014
50,50.8,1,0.0,25.4,0,0,0,0,0,1,129,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,0.0,0.0,0.0,20,1.65,2014
50,50.8,1,0.0,25.4,0,0,0,0,0,1,129,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,0.0,0.0,0.0,50,1.65,2014
600,19.05,0,0.024,9.52,0,0,0,0,1,1,129,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.0,0.0,0.0,0.0,1,0.71,1994
15,40.67483344972685,0,0.057999999999999996,16.379868365922515,0,0,0,0,1,1,340,97.65007262569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3.8571578212290505,0.022905027932960894,0.0021997206703910613,0.010300279329608938,1,1.3711405377095678,2010
10,38.1,0,0.076,12.7,0,0,0,0,1,1,718,130.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6.0,0.0,0.0,0.0,1,1.24,2006
180,50.8,0,0.262,25.4,0,0,0,0,1,1,340,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.0,0.0,0.0,0.0,20,1.65,2009
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,1,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,2,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,5,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,10,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,25,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,50,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,100,1.65,2013
0,63.5,1,0.491,25.4,0,0,0,0,0,0,475,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,2.0,0.0,0.0,250,1.65,2013
5,31.75,1,0.041999999999999996,9.52,0,0,0,0,0,0,145,92.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.0,0.0,0.0,0.0,2,1.24,2005
5,31.75,1,0.041999999999999996,9.52,0,0,0,0,0,0,145,92.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.0,0.0,0.0,0.0,3,1.24,2005
5,31.75,1,0.041999999999999996,9.52,0,0,0,0,0,0,145,92.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.0,0.0,0.0,0.0,4,1.24,2005
5,31.75,1,0.041999999999999996,9.52,0,0,0,0,0,0,145,92.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.0,0.0,0.0,0.0,6,1.24,2005
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,1,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,2,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,5,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,10,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,25,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,50,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,100,1.65,2013
0,38.1,1,0.11200000000000002,15.88,0,0,0,0,0,0,475,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,250,1.65,2013
2,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,718,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.0,0.0,0.0,0.0,2,0.71,2014
2,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,718,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.0,0.0,0.0,0.0,4,0.71,2014
2,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,718,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.0,0.0,0.0,0.0,6,0.71,2014
2,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,718,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.0,0.0,0.0,0.0,8,0.71,2014
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,1,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,2,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,5,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,10,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,25,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,50,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,100,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3.0,0.0,0.0,0.0,250,0.71,2013
200,31.75,0,0.041999999999999996,9.52,0,0,0,0,0,0,214,53.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5.0,0.0,0.0,0.0,60,0.89,2014
200,31.75,0,0.041999999999999996,9.52,0,0,0,0,0,0,214,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1.0,0.0,0.0,0.0,40,0.89,2014
300,40.67483344972685,0,0.0,16.379868365922515,0,0,0,0,0,0,214,97.65007262569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3.8571578212290505,0.022905027932960894,0.0021997206703910613,0.010300279329608938,60,1.3711405377095678,2014
8821,0.0,0,0.045,12.7,0,0,0,0,0,0,129,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1,0.89,1999
701,50.8,1,0.09,25.4,1,1,0,0,0,1,340,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.0,0.0,0.0,0.0,1,1.65,2002
115,127.0,0,0.033,12.7,0,0,0,0,0,0,340,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,0.0,1.0,0.0,1,0.89,2000
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,1,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,2,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,5,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,10,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,25,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,50,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,100,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7.0,0.0,0.0,0.0,250,0.71,2013
5,55.0,1,0.018000000000000002,21.7,0,0,0,0,0,0,475,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4.0,0.0,0.0,0.0,3,2.8,2012
5,55.0,1,0.018000000000000002,21.7,0,0,0,0,0,0,475,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4.0,0.0,0.0,0.0,6,2.8,2012
5,55.0,1,0.018000000000000002,21.7,0,0,0,0,0,0,475,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4.0,0.0,0.0,0.0,9,2.8,2012
5,55.0,1,0.018000000000000002,21.7,0,0,0,0,0,0,475,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4.0,0.0,0.0,0.0,12,2.8,2012
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4.0,0.0,0.0,0.0,1,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4.0,0.0,0.0,0.0,2,0.71,2013
0,19.05,1,0.018000000000000002,6.35,0,0,0,0,1,1,475,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4.0,0.0,0.0,0.0,5,0.71,2013
